"_airbyte_ab_id","_airbyte_emitted_at","_ab_cdc_deleted_at","_ab_cdc_lsn","_ab_cdc_updated_at","comment","groupSideEffect","value"
"e8a56b47-a7a1-40b6-ac84-3fe4cbc65c36",1709771914974,"","","","{""en"": ""Nasal congestion"", ""es"": ""Congestión nasal""}","general","nasalcongestion"
"aeb7986c-38ea-4c33-a727-44f8f0dfb604",1709771914974,"","","","{""en"": ""Painful urination"", ""es"": ""Dolor al orinar""}","general","painfulurination"
"0ca23dff-877c-4fa5-92b1-dc32cc456648",1709771914974,"","","","{""en"": ""Stool blood"", ""es"": ""Sangre en las heces""}","general","stoolsblood"
"32eb5ea1-b623-49c2-abd1-6b7515ee9f3c",1709771914974,"","","","{""en"": ""Vomiting"", ""es"": ""Vómito""}","general","vomiting"
"2bae1a12-db15-4831-a74b-8530b1918df6",1709771914974,"","","","{""en"": ""Irregular heartbeat"", ""es"": "" Latidos cardíacos irregulares""}","general","irregularheartbeat"
"25f7320e-5aa1-4b6e-a5a4-0eb263384327",1709771914974,"","","","{""en"": ""Chills"", ""es"": ""Escalofríos""}","general","chills"
"c120dcf1-da4f-4b3c-8814-b0fd81ac5329",1709771914974,"","","","{""en"": ""Bleeding"", ""es"": ""Sangrado""}","general","bleeding"
"c0cc3d6f-f3e8-454f-a3fb-2fc61f68a1c3",1709771914974,"","","","{""en"": ""Weakness"", ""es"": ""Debilidad""}","general","weakness"
"453cff0c-e6cb-4fc5-9bbe-3acd77b812eb",1709771914974,"","","","{""en"": ""Blood or mucus stools"", ""es"": ""Heces con sangre o moco""}","general","bloodoormocusstools"
"05aa4de8-95a5-4c1a-a3fc-40eaf7ad958d",1709771914974,"","","","{""en"": ""Diarrhea"", ""es"": ""Diarrea""}","general","diarrhea"
"335dff86-dd60-48ba-9441-f3f39197a8cf",1709771914974,"","","","{""en"": ""Nosebleeds"", ""es"": ""Hemorragias nasales""}","general","nosebleeds"
"69d0985f-c55a-4365-9c38-84834260fa38",1709771914974,"","","","{""en"": ""Bleeding gums"", ""es"": ""Sangrado de las encías""}","general","bleedinggums"
"c76804e9-a40d-4821-ba45-148ae88809db",1709771914974,"","","","{""en"": ""Blood spots"", ""es"": ""Manchas de sangre""}","general","bloodspots"
"7656dd3e-3e05-4a54-a255-f434b2c99de7",1709771914974,"","","","{""en"": ""Tingling"", ""es"": ""Hormigueo""}","general","tingling"
"e96a1363-4db1-494c-83b4-8d3523e403d2",1709771914974,"","","","{""en"": ""Itchiness"", ""es"": ""Picazón""}","general","itchiness"
"7a552067-9e42-4d47-9fcc-5ad6b45b2864",1709771914974,"","","","{""en"": ""Constipation"", ""es"": ""Estreñimiento""}","general","constipation"
"6c962100-1839-412b-9431-e9922b1310ec",1709771914974,"","","","{""en"": ""Trouble sleeping"", ""es"": ""Problemas para dormir""}","general","troublesleeping"
"9ac18c99-7f5c-44f7-becc-0757c08155da",1709771914974,"","","","{""en"": ""Fatigue"", ""es"": ""Fatiga""}","general","fatigue"
"5304156d-b227-4a87-96b2-69433fe21973",1709771914974,"","","","{""en"": ""Dizziness"", ""es"": ""Mareo""}","general","dizziness"
"20a1209a-3908-4c4c-99ca-fcaae23d06b4",1709771914974,"","","","{""en"": ""Sweating"", ""es"": ""Sudoración""}","general","sweating"
"bdc9c017-3a7d-4836-bc04-edcc4000b7f7",1709771914974,"","","","{""en"": ""Yellow eyes"", ""es"": ""Ojos amarillos""}","general","yelloweyes"
"e8aea57d-7533-493f-8bf8-b2dc067b0bf6",1709771914974,"","","","{""en"": ""Yellow skin"", ""es"": ""Piel amarilla""}","general","yellowskin"
"ed867c0e-384d-4e72-8389-f21f8656a72f",1709771914974,"","","","{""en"": ""Headache"", ""es"": ""Dolor de cabeza""}","general","headache"
"da969228-fe4e-4d3c-9272-e1b7206a95db",1709771914974,"","","","{""en"": ""Bruising"", ""es"": ""Moretones""}","general","bruising"
"c37354ac-d8e8-41a1-b734-cc8133a9cb39",1709771914974,"","","","{""en"": ""Blurred vision"", ""es"": ""Visión Borrosa""}","general","blurredvision"
"9e64fa16-5e34-47a2-a084-cbe49ced58c2",1709771914974,"","","","{""en"": ""Loss of appetite"", ""es"": ""Pérdida de apetito""}","general","lossappetite"
"71543a88-2911-4280-ade1-0dc8dac9dd61",1709771914974,"","","","{""en"": ""High blood pressure"", ""es"": ""Presión arterial alta""}","general","highpressure"
"8e52687c-f786-469d-861e-096787553854",1709771914974,"","","","{""en"": ""Low blood pressure"", ""es"": ""Presión arterial baja""}","general","lowpressure"
"5c50dafd-0ee3-4014-ae9e-d48f457d5163",1709771914974,"","","","{""en"": ""Burning feeling hands"", ""es"": ""Sensación de ardor en las manos""}","general","burninghands"
"780b630d-191e-44db-af6e-363731d84ba4",1709771914974,"","","","{""en"": ""Hardness at the injection site"", ""es"": ""Dureza en el lugar de la inyección""}","general","injectionsitehardness"
"7ed2d8bd-e131-4f2b-a3a7-2153f667eb69",1709771914974,"","","","{""en"": ""Swelling hands"", ""es"": ""Hinchazón de manos""}","general","swellinghands"
"9cf61877-ab34-4036-afa8-c8e264906be1",1709771914974,"","","","{""en"": ""Swelling arms"", ""es"": ""Hinchazón de brazos""}","general","swellingarms"
"882ed18b-9b3d-4a04-8f36-af1ed12966e5",1709771914974,"","","","{""en"": ""Swelling ankles"", ""es"": ""Hinchazón de tobillos""}","general","swellingankles"
"3b08c8af-0e33-45f6-9d22-b3eec48b1d03",1709771914974,"","","","{""en"": ""Swelling feet"", ""es"": ""Hinchazón de pies""}","general","swellingfeet"
"02c37870-b9b3-474b-ba7b-50395313fa48",1709771914974,"","","","{""en"": ""Calf pain"", ""es"": ""Dolor de pantorrillas""}","general","calfpain"
"168a9ffa-8961-4118-a3b9-093b65044634",1709771914974,"","","","{""en"": ""Bruising or rednes of the skin at the injection site"", ""es"": ""Hematomas o enrojecimiento de la piel en el lugar de la inyección""}","general","bruisingorredness"
"11f00433-5fce-4e6f-9325-f44bd994c5b9",1709771914974,"","","","{""en"": ""Numbness of hands or feet"", ""es"": ""Entumecimiento de manos o pies""}","general","numbness"
"750f80e1-60ee-4829-b919-76fc7ece0592",1709771914974,"","","","{""en"": ""Facial flushing"", ""es"": ""Enrojecimiento de la cara""}","general","flushing"
"04414318-4352-498d-ac99-483fb03ff1f7",1709771914974,"","","","{""en"": ""Skin blisters"", ""es"": ""Ampollas en la piel""}","general","skinblisters"
"66832f19-0869-493e-b184-230e3db4b08d",1709771914974,"","","","{""en"": ""Hiccup"", ""es"": ""Hipo""}","general","hiccup"
"8a51ebaf-4f2f-48ac-a697-08e9a9f85425",1709771914974,"","","","{""en"": ""Urinary continence"", ""es"": ""Incontinencia urinaria""}","general","urinaryncontinence"
"edde2ff7-25ba-41eb-8298-a7a6246c42f5",1709771914974,"","","","{""en"": ""Urine blood (Hematuria)"", ""es"": ""Sangre en la orina (Hematuria)""}","general","urineblood(hematuria)"
"e0e9160d-3473-43cc-a161-6fbac083cf08",1709771914974,"","","","{""en"": ""Injection site pain"", ""es"": ""Dolor en el lugar de la inyección""}","general","injectionsitepain"
"8c18abab-5420-4617-b35a-755193d60c84",1709771914974,"","","","{""en"": ""Joint pain"", ""es"": ""Dolor en las articulaciones""}","general","jointpain"
"c53518a7-137d-4b88-a1ef-e11ce57ababc",1709771914974,"","","","{""en"": ""Back pain"", ""es"": ""Dolor de espalda""}","general","backpain"
"d43af4a7-7f4f-4373-a5e3-5ea347091ebd",1709771914974,"","","","{""en"": ""Mouth pain"", ""es"": ""Dolor de boca""}","general","mouthpain"
"8a0f8000-865f-4b4d-8135-699b2d7e16da",1709771914974,"","","","{""en"": ""Hair loss"", ""es"": ""Pérdida del cabello""}","general","hairloss"
"b7de3ae3-94c4-4edb-a583-29c2c87936d6",1709771914974,"","","","{""en"": ""Hands tingling"", ""es"": ""Hormigueo en las manos""}","general","handstingling"
"0f8c541c-5219-4f97-8f2e-ee4b82d5a4ae",1709771914974,"","","","{""en"": ""Feet tingling"", ""es"": ""Hormigueo en los pies""}","general","feettingling"
"ae7194cf-ef23-4a89-a03b-ea7682999743",1709771914974,"","","","{""en"": ""Eyes pain"", ""es"": ""Dolor en los ojos""}","general","eyespain"
"4a127fea-4cfe-4b8f-a28c-2ca7b850adb1",1709771914974,"","","","{""en"": ""Dry eyes"", ""es"": ""Ojos secos""}","general","dryeyes"
"edc89349-5bd4-4477-8cce-2d1c1daec358",1709771914974,"","","","{""en"": ""Feel breathless"", ""es"": ""Sentirse sin aliento""}","general","feelbreathless"
"b18b39f5-6681-4840-990e-ee1897f15897",1709771914974,"","","","{""en"": ""Body hair loss"", ""es"": ""Caída del vello corporal""}","general","bodyhairloss"
"0cc69979-e427-4fea-a31b-89d2113a84fb",1709771914974,"","","","{""en"": ""Mouth ulcers"", ""es"": ""Úlceras en la boca""}","general","mouthulcers"
"5f9910d8-8f1f-4bce-9e5c-c252ca9a2518",1709771914974,"","","","{""en"": ""Peeling skin"", ""es"": ""Descamación de la piel""}","general","peelingskin"
"f1de2631-b3f4-44d7-994c-aa3d01a23903",1709771914974,"","","","{""en"": ""Skinredness"", ""es"": ""Enrojecimiento de la piel""}","general","skinredness"
"7090945a-699a-4241-bd35-9c41723f398f",1709771914974,"","","","{""en"": ""Fainting"", ""es"": ""Desmayo""}","general","fainting"
"bce8ff67-a6e6-46a9-8746-19ea8f0d2d64",1709771914974,"","","","{""en"": ""Convulsions"", ""es"": ""Convulsiones""}","general","convulsions"
"af610e81-3211-4a26-bb16-f15eebdc60c8",1709771914974,"","","","{""en"": ""Pale stools"", ""es"": ""Heces pálidas""}","general","palestools"
"2c60c293-3954-43f2-9b69-47b766f60aa7",1709771914974,"","","","{""en"": ""Dry throat"", ""es"": ""Sequedad en la garganta""}","general","drythroat"
"2af32848-fb85-47b8-b3e7-0499a3f3ac9c",1709771914974,"","","","{""en"": ""Difficulty urinating"", ""es"": ""Dificultad para orinar""}","general","difficultyurinating"
"fa75862c-4c9b-49c3-aa7b-ee11f0d70a14",1709771914974,"","","","{""en"": ""Cramps"", ""es"": ""Calambres""}","general","cramps"
"39b6760b-7d48-475d-b486-47937a0abe5c",1709771914974,"","","","{""en"": ""Eye irritation"", ""es"": ""Irritación de ojo""}","general","eyeirritation"
"474ea57e-4b5c-46de-8836-9a4b8c721e9d",1709771914974,"","","","{""en"": ""Bloated stomach"", ""es"": ""Estómago inflamado""}","general","bloatedstomach"
"0f2b159f-bdc8-4652-b131-4c45987bc835",1709771914974,"","","","{""en"": ""Stomach pain"", ""es"": ""Dolor de estómago""}","general","stomachpain"
"0779de7b-d357-473c-be1c-d89a01eabdf0",1709771914974,"","","","{""en"": ""Night sweats"", ""es"": ""Sudoración nocturna""}","general","nightsweats"
"ed7a5ec1-e5e3-404e-8bd3-740b1f1c9c5b",1709771914974,"","","","{""en"": ""Bones pain"", ""es"": ""Dolor de huesos""}","general","bonespain"
"aa05858d-f8b0-4a89-aeec-3ac080e5bbd1",1709771914974,"","","","{""en"": ""Strong stomach upset"", ""es"": ""Fuerte malestar estomacal""}","general","strongstomachupset"
"b7c5a10d-f2ab-4f7f-87d8-a36f0b84f734",1709771914974,"","","","{""en"": ""Swelling lower armpits"", ""es"": ""Hinchazón en la parte baja de las axilas""}","general","swellinglowerarmpits"
"2b92fbc7-c15b-41c1-bc85-333686e370f0",1709771914974,"","","","{""en"": ""Mouth sores"", ""es"": ""Llagas en la boca""}","general","mouthsores"
"36002cdd-97ba-4fe1-ab34-ae6bbfa160ec",1709771914974,"","","","{""en"": ""Feeling dizzy"", ""es"": ""Sensación de mareo""}","general","feelingdizzy"
"bbc6a42c-f406-47f4-85aa-247f3b5e2096",1709771914974,"","","","{""en"": ""Skin rash"", ""es"": ""Erupción cutánea""}","general","skinrash"
"51f9a3fa-e9fb-42c5-b55d-9d018bea7c89",1709771914974,"","","","{""en"": ""Changes in hearing"", ""es"": ""Cambios en la audición""}","general","changesinhearing"
"50706ac0-74b9-4d7d-bbb6-a36165f7af26",1709771914974,"","","","{""en"": ""Arms weakness"", ""es"": ""Debilidad de brazos""}","general","armsweakness"
"15ab0ebf-60b6-43c5-9941-478810ceb2be",1709771914974,"","","","{""en"": ""Tearing eyes"", ""es"": ""Ojos llorosos""}","general","tearingeyes"
"ece89d71-3bef-4615-896a-dceba5575bf7",1709771914974,"","","","{""en"": ""Muscle contraction"", ""es"": ""Contracción muscular""}","general","musclecontraction"
"186ae969-328d-43d8-ba2b-c9293d0f5871",1709771914974,"","","","{""en"": ""Face tingling"", ""es"": ""Hormigueo en la cara""}","general","facetingling"
"f963c90a-9adb-4157-af03-c95ffee7e1d7",1709771914974,"","","","{""en"": ""Arms tingling"", ""es"": ""Hormigueo en los brazos""}","general","armstingling"
"22b23e72-8141-49ed-b5ff-dcec18580089",1709771914974,"","","","{""en"": ""Legs tingling"", ""es"": ""Hormigueo en las piernas""}","general","legstingling"
"e484cdd2-e4ad-4578-a222-53b7b51060cd",1709771914974,"","","","{""en"": ""Weight gain"", ""es"": ""Aumento de peso""}","general","weightgain"
"09c11cea-cb12-404b-8963-deb2b82aa7ef",1709771914974,"","","","{""en"": ""Swelling buttocks"", ""es"": ""Hinchazón de glúteos""}","general","swellingbuttocks"
"d872f28e-467f-4aae-aa48-3b5cc2b27d19",1709771914974,"","","","{""en"": ""Weight loss"", ""es"": ""Pérdida de peso""}","general","weightloss"
"ded5c97f-a796-4b68-957e-93462b14bce6",1709771914974,"","","","{""en"": ""Hips pain"", ""es"": ""Dolor de caderas""}","general","hipspain"
"5e91922c-684b-4d00-9e2f-e0cc21659060",1709771914974,"","","","{""en"": ""Swelling eyes"", ""es"": ""Hinchazón de ojos""}","general","swellingeyes"
"de04305c-1d54-4e23-b9a9-b88a5fd61833",1709771914974,"","","","{""en"": ""Increased appetite"", ""es"": ""Aumento de apetito""}","general","increasedappetite"
"78d29041-25d5-45fa-a8fc-371232b52bda",1709771914974,"","","","{""en"": ""Gums pain"", ""es"": ""Dolor de encías""}","general","gumspain"
"d2a68680-2a5d-4551-af22-4d379d674815",1709771914974,"","","","{""en"": ""Muscle weakness"", ""es"": ""Debilidad muscular""}","general","muscleweakness"
"1b5c0f56-c74d-49c7-8315-d48f7735d539",1709771914974,"","","","{""en"": ""Burning feeling legs"", ""es"": ""Sensación de ardor en las piernas""}","general","burninglegs"
"86cda113-69a4-4965-8d59-2fd1ae7d56f6",1709771914974,"","","","{""en"": ""Excessive sweating"", ""es"": ""Sudoración excesiva""}","general","excessivesweating"
"57f94fac-3cd0-43f3-883c-95a4d9376e25",1709771914974,"","","","{""en"": ""Indigestion"", ""es"": ""Indigestión""}","general","indigestion"
"7b7263f0-be22-4ab9-81c2-2930bd47eb94",1709771914974,"","","","{""en"": ""Delayed wound healing"", ""es"": ""Cicatrización tardía de heridas""}","general","delayedwoundhealing"
"27d7c4d7-4a0c-45b1-a6d1-64cff5a6da6c",1709771914974,"","","","{""en"": ""Upset stomach"", ""es"": ""Malestar de estómago""}","general","upsetstomach"
"ff029f90-5928-431e-8d2b-6e1753eab607",1709771914974,"","","","{""en"": ""Increased sweating"", ""es"": ""Aumento en la sudoración""}","general","increasedsweating"
"027e71cb-d325-4a29-8a08-4b28e96f19f6",1709771914974,"","","","{""en"": ""Gums inflammation"", ""es"": ""Inflamación de las encías""}","general","gumsinflammation"
"433860fe-e86d-4538-b46c-ca912bc7cdfc",1709771914974,"","","","{""en"": ""Tingling around the lips"", ""es"": ""Hormigueo alrededor de los labios""}","general","tinglingaroundthelips"
"99abd832-7fe0-4bbc-bceb-368b24cf6c2f",1709771914974,"","","","{""en"": ""Muscle stiffness"", ""es"": ""Rigidez muscular""}","general","musclestiffness"
"0b85240d-0222-420a-8587-29e7382f4bce",1709771914974,"","","","{""en"": ""Anxiety"", ""es"": ""Ansiedad""}","general","anxiety"
"11499e4c-03a5-475e-b11b-1590a8928fe5",1709771914974,"","","","{""en"": ""Memory problems"", ""es"": ""Problemas de memoria""}","general","memoryproblems"
"5653bfe9-7763-4d9f-9ba6-db317f0999ab",1709771914974,"","","","{""en"": ""Involuntary eye movements"", ""es"": ""Movimientos de ojos involuntarios""}","general","involuntaryeyemovements"
"5df6d88b-2bd8-45fd-b14d-41718d66ea10",1709771914974,"","","","{""en"": ""Thirst"", ""es"": ""Sed""}","general","thirst"
"d1a5ed55-b352-4edb-a5e4-fe316d218899",1709771914974,"","","","{""en"": ""Swelling calf"", ""es"": ""Hinchazón de pantorrillas""}","general","swellingcalf"
"5d65a089-1559-46d2-9e93-c6c13c932544",1709771914974,"","","","{""en"": ""Earache"", ""es"": ""Dolor de oídos""}","general","earache"
"a053cf12-3229-4f7a-8d2c-f4b180c690e8",1709771914974,"","","","{""en"": ""Blood cough"", ""es"": ""Tos con sangre""}","general","bloodcough"
"b979ae8c-d177-4ca2-8924-a162b8da41c8",1709771914974,"","","","{""en"": ""Feeling stiffness"", ""es"": ""Sensación de rigidez""}","general","feelingstiffness"
"75997b0d-c2fe-4eb8-b42a-6fb4e9772009",1709771914974,"","","","{""en"": ""Feeling faint"", ""es"": ""Sensación de desmayo""}","general","feelingfaint"
"309b4909-6b2b-48df-bb84-6cea4c6387e5",1709771914974,"","","","{""en"": ""Swelling lower legs"", ""es"": ""Hinchazón en la parte inferior de las piernas""}","general","swellinglowerlegs"
"afd3f2be-029f-43fc-86b8-578b7dd9fd68",1709771914974,"","","","{""en"": ""Red or black stools"", ""es"": ""Heces fecales rojas o negras""}","general","redorblackstools"
"d9df4120-aefd-478a-ac71-3a9ec6c98862",1709771914974,"","","","{""en"": ""flat blue or purple skin patches"", ""es"": ""Manchas en la piel planas, azules o púrpuras""}","general","flatblueorpurpleskinpatches"
"fd91a7b1-2c36-4362-8853-2a361ef76208",1709771914974,"","","","{""en"": ""Legs weakness"", ""es"": ""Debilidad de las piernas""}","general","legsweakness"
"c35519da-c892-43d2-8a38-4eb423278842",1709771914974,"","","","{""en"": ""Burning feeling face"", ""es"": ""Sensación de ardor en la cara""}","general","burningface"
"473fc98d-752e-406e-906e-ffa5493cfa5f",1709771914974,"","","","{""en"": ""Heartburn"", ""es"": ""Acidez estomacal""}","general","heartburn"
"96fa4233-cba4-4c78-8a06-ec8b468e73f3",1709771914974,"","","","{""en"": ""Inabilitytourinate"", ""es"": ""Incapacidad para orinar""}","general","inabilitytourinate"
"8a5bc702-c95f-477b-954c-e437559247c8",1709771914974,"","","","{""en"": ""Depression"", ""es"": ""Depresión""}","general","depression"
"4f03e189-b343-4aa2-8295-d2186dbdf4dc",1709771914974,"","","","{""en"": ""Decreased blood pressure"", ""es"": ""Disminución en la presión arterial""}","general","decreasedbloodpressure"
"86c58acd-afd9-443e-9a40-4cbd46bb0f1b",1709771914974,"","","","{""en"": ""Increased heart rate"", ""es"": ""Aumento de la frecuencia cardíaca""}","general","increasedheartrate"
"416850e3-38a3-4f7d-9ac2-b93e703267b8",1709771914974,"","","","{""en"": ""Light sensitivity "", ""es"": ""Sensibilidad a la luz""}","general","lightsensivity"
"890c498c-b19c-41dc-b3d3-029f8df64a33",1709771914974,"","","","{""en"": ""Arm pain "", ""es"": ""Dolor en el brazo""}","general","armpain"
"c0714238-cb0c-4ce3-a230-fec5c5068bb5",1709771914974,"","","","{""en"": ""Legs pain "", ""es"": ""Dolor de pierna""}","general","legpain"
"cee0c740-db57-445a-b71d-cce510ab4efe",1709771914974,"","","","{""en"": ""hernia"", ""es"": ""hernia"", ""fr"": ""hernie""}","general","hernia"
"3d870085-b7ac-4b22-9030-9c3f066243af",1709771914974,"","","","{""en"": ""Purple or red dots under the skin "", ""es"": ""Manchas debajo de la piel en forma de puntos morados o rojos""}","general","purpleorreddots"
"645a6171-3557-48a5-b28f-8082ff8f9bb1",1709771914974,"","","","{""en"": ""Lack of tears"", ""es"": ""Falta de lágrimas""}","general","lackoftears"
"db11bc12-bceb-4622-8be7-a1f0fb3e6e75",1709771914974,"","","","{""en"": ""Rapid breathing "", ""es"": ""Respiración rápida""}","general","rapidbreathing"
"7f637c62-69e6-4c9c-9972-4725ca6ea522",1709771914974,"","","","{""en"": ""Dark or pink urine"", ""es"": ""Orina oscura o de color rosado""}","general","darkorpinkurine"
"dac34528-93ec-4026-b6d7-c9f6753395f8",1709771914974,"","","","{""en"": ""Uncontrollable shaking in a part of the body"", ""es"": ""Temblor incontrolable en una parte del cuerpo""}","general","uncontrollableshaking"
"d972320c-9da7-49f4-b566-766305241d42",1709771914974,"","","","{""en"": ""Trouble speaking"", ""es"": ""Problemas para hablar""}","general","troublespeaking"
"615e519a-0bb5-4576-99fc-abc84355dd06",1709771914974,"","","","{""en"": ""Diarrhea with blood"", ""es"": ""Diarrea con sangre""}","general","diarrheawithblood"
"b966ef8c-d575-4401-9de9-b212ef22ff15",1709771914974,"","","","{""en"": ""Impotence"", ""es"": ""Impotencia (incapacidad para conseguir o mantener una erección)""}","general","impotence"
"97c75597-c6e6-41c8-b7a8-eb554ddd74b1",1709771914974,"","","","{""en"": ""Eye itchiness"", ""es"": ""Picazón en los ojos""}","general","eyeitchiness"
"2b6e1e24-d8d1-40a4-93bc-d540baee5504",1709771914974,"","","","{""en"": ""Scabs on the palpebral margin"", ""es"": ""Costras en el margen palpebral""}","general","scabs"
"c30aafc2-2500-4956-a650-9b5f9a96bf20",1709771914974,"","","","{""en"": ""Pharyngitis"", ""es"": ""Faringitis""}","general","pharyngitis"
"2aade148-3fab-4f66-ad5b-2c54ec6df2f4",1709771914974,"","","","{""en"": ""Tachycardia"", ""es"": ""Taquicardia""}","general","tachycardia"
"d2e65d4b-4441-415c-8352-a562587998ce",1709771914974,"","","","{""en"": ""Throat sores"", ""es"": ""Llagas en la garganta""}","general","throatsores"
"a67e0c27-265a-4579-92d0-99fa04f304c0",1709771914974,"","","","{""en"": ""Increased thirst"", ""es"": ""Aumento de sed""}","general","increasedthirst"
"0c830731-0560-44e2-8b84-1dd69bd2126a",1709771914974,"","","","{""en"": ""Legs cramps"", ""es"": ""Calambres en las piernas""}","general","legscramps"
"f4b7ca1d-9ab5-4400-97d0-b0d66e54f3ab",1709771914974,"","","","{""en"": ""Neck pain"", ""es"": ""Dolor de cuello""}","general","neckpain"
"fc936a5c-3b30-4d24-b25c-c73dd437c4c5",1709771914974,"","","","{""en"": ""Decreasedexdrive"", ""es"": "" Disminución del deseo sexual""}","general","decreasedsexdrive"
"48395f76-8201-41df-8a85-8a5c5792bad6",1709771914974,"","","","{""en"": ""Difficultyejaculation"", ""es"": ""Dificultad para la eyaculación""}","general","difficultyejaculation"
"29873494-9fa6-4acc-88d5-e13257b2258b",1709771914974,"","","","{""en"": ""Dry skin"", ""es"": ""Piel seca""}","general","dryskin"
"ced256bf-e7d3-41d3-b2fb-6c1fd1694122",1709771914974,"","","","{""en"": ""Burning feeling arms"", ""es"": ""Sensación de ardor en los brazos""}","general","burningarms"
"0fd54c45-3ad4-4642-a4ac-b04694839129",1709771914974,"","","","{""en"": ""Increased eye pressure"", ""es"": ""Aumento de la presión ocular""}","general","increasedeyepressure"
